Jana Pawła II,165
Jerzego Popiełuszki,153
Lecha Wałęsy,152
G.,122
Adama Mickiewicza,111
Jerzy Popiełuszko,109
Kazimierz Jancarz,107
Marii Curie-Skłodowskiej,103
Tadeusz Isakowicz-Zaleski,102
Maksymiliana,101
św.,96
Lechu Wałęsie,92
F.,79
Adolfa Warskiego,78
Maksymiliana Kolbego,71
D.,67
Stefana Wyszyńskiego,63
Andrzeja Boboli,56
Wojciecha Jaruzelskiego,51
Lenina,49
Wydz,49
Józefa Piłsudskiego,46
C.,46
Wałęsy,45
Lechem Wałęsą,44
Wałęsa,44
Jacka Kuronia,42
Warskiego,42
Józef Glemp,41
Bogdanem Borusewiczem,40
Bogdana Borusewicza,38
Stanisława Pyjasa,38
Tadeusza Mazowieckiego,37
Leszka Moczulskiego,37
Jacka Arcta,34
Jadwigę Żelechowską,34
Czesława Miłosza,34
Lekarski,32
Moczulskiego,32
Cz.,29
Wałęsie,27
Jana,27
Piotra,26
Jana Kozłowskiego,26
Stefan Wyszyński,25
Anny Walentynowicz,25
Kamiński,25
Mirosławem Chojeckim,24
Elektroniki,24
Stanisława Kostki,23
Władysława Miziołka,23
Mikołaja,23
Popiełuszki,22
Pawła,21
Lecha Kaczyńskiego,21
Wojciecha,21
Adama Michnika,21
Jerzemu Popiełuszce,21
Wałęsę,21
Józefa,21
Lech Wałęsa,21
Jacek Kuroń,21
Nowak,21
Jezuitów,20
Leszka Kołakowskiego,20
Jan Gurda,20
Lecha Wałęsę,20
Piotr Mync,20
Antoniego,20
Ludwika Wiśniewskiego,20
Bolesława Śliwińskiego,20
Walentynowicz,20
Władysław Siła-Nowicki,20
Tadeusz Mazowiecki,20
Leszek Moczulski,20
Jankowski,20
Jezusa,19
Chrystusa Króla,19
Adam,19
Zbigniewa Bujaka,19
Stefana Dzierżka,19
Jackiem Kuroniem,19
Gdańskiego,19
Mariana Jurczyka,19
Sławomira Lenera,19
Edward Wiśniewski,19
Janem Pawłem II,19
Stanisława,19
Józefa Mackiewicza,19
Adam Michnik,19
Mirosława Chojeckiego,18
